Nation,Season,Race,Place,Date,City,Country,Event,TeamSize,RaceType,Distance,MassStart,Sex,Team_Elo,Team_Individual_Elo,Team_IndividualCompact_Elo,Team_Sprint_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_IndividualCompact_Pelo,Team_Sprint_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_IndividualCompact_Elo,Avg_Sprint_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_IndividualCompact_Pelo,Avg_Sprint_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Finland,1989,7,8,1989-02-26,Lahti,Finland,World Championship,3,Team,5,0,M,4059.0823087793697,4084.6735993752804,3768.3601019475136,3820.0143705642968,3821.8058757096173,4088.7745160285494,3947.975851631361,3796.679115417415,3830.40842864398,3864.4911411346375,1353.02743625979,1361.5578664584268,1256.1200339825045,1273.3381235214322,1273.9352919032058,1362.924838676183,1315.991950543787,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Jyri Pelkonen,Sami Leinonen,Jukka Ylipulli","629,615,602",24.88341318731462,26.05612594113621,23.184120465434635,13.333333333333334,19,7
France,1989,7,9,1989-02-26,Lahti,Finland,World Championship,3,Team,5,0,M,3824.1307857089896,3854.9646373866244,3768.3601019475136,3820.0143705642968,3821.8058757096173,3853.4671971596244,3745.5020418244835,3796.679115417415,3830.40842864398,3864.4911411346375,1274.7102619029965,1284.9882124622081,1256.1200339825045,1273.3381235214322,1273.9352919032058,1284.4890657198748,1248.5006806081612,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Sylvain Guillaume,Xavier Girard,Francis Repellin","274,581,569",19.88683550079854,20.643394934976044,19.033538672142367,5.0,6,4
Japan,1989,7,10,1989-02-26,Lahti,Finland,World Championship,3,Team,5,0,M,3566.456944440968,3601.1920397279073,3768.3601019475136,3820.0143705642968,3821.8058757096173,3595.1569577521414,3692.098038576141,3796.679115417415,3830.40842864398,3864.4911411346375,1188.8189814803227,1200.397346575969,1256.1200339825045,1273.3381235214322,1273.9352919032058,1198.3856525840472,1230.699346192047,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Hideki Miyazaki,Toshiaki Maruyama,Kazuoki Kodama","626,628,601",26.53616244581337,29.475701574264203,23.720739219712524,7.333333333333333,10,6
Austria,1991,6,1,1991-02-13,Val di Fiemme,Italy,World Championship,3,Team,5,0,M,4395.638787751574,4371.105529296041,3768.3601019475136,3820.0143705642968,3821.8058757096173,4375.3123014842495,4343.742067217651,3796.679115417415,3830.40842864398,3864.4911411346375,1465.2129292505244,1457.0351764320137,1256.1200339825045,1273.3381235214322,1273.9352919032058,1458.4374338280832,1447.9140224058838,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Günther Csar,Klaus Sulzenbacher,Klaus Ofner","551,580,533",24.543007072781197,26.026009582477755,22.663928815879533,30.333333333333332,57,13
France,1991,6,2,1991-02-13,Val di Fiemme,Italy,World Championship,3,Team,5,0,M,3990.144012555003,3973.78852827069,3768.3601019475136,3820.0143705642968,3821.8058757096173,3969.973792087152,3993.514233727118,3796.679115417415,3830.40842864398,3864.4911411346375,1330.048004185001,1324.59617609023,1256.1200339825045,1273.3381235214322,1273.9352919032058,1323.324597362384,1331.1714112423726,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Xavier Girard,Francis Repellin,Fabrice Guy","581,569,323",21.68834131873146,22.12183436002738,20.996577686516083,15.666666666666666,25,11
Japan,1991,6,3,1991-02-13,Val di Fiemme,Italy,World Championship,3,Team,5,0,M,3813.942776330413,3774.151259163943,3768.3601019475136,3820.0143705642968,3821.8058757096173,3800.1822457448443,3735.5287970745894,3796.679115417415,3830.40842864398,3864.4911411346375,1271.3142587768043,1258.0504197213143,1256.1200339825045,1273.3381235214322,1273.9352919032058,1266.7274152482814,1245.1762656915298,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Kazuoki Kodama,Reiichi Mikata,Masashi Abe","601,578,539",25.089664613278575,25.68377823408624,24.082135523613964,7.666666666666667,14,1
Germany,1991,6,4,1991-02-13,Val di Fiemme,Italy,World Championship,3,Team,5,0,M,3977.2912177184025,3979.6247801798727,3768.3601019475136,3820.0143705642968,3821.8058757096173,3979.9044164818097,3994.408824412143,3796.679115417415,3830.40842864398,3864.4911411346375,1325.7637392394674,1326.541593393291,1256.1200339825045,1273.3381235214322,1273.9352919032058,1326.6348054939365,1331.469608137381,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Hans-Peter Pohl,Thomas Müller,Thomas Dufter","570,584,546",26.71047227926078,29.94387405886379,24.150581793292265,27.666666666666668,42,7
Norway,1991,6,5,1991-02-13,Val di Fiemme,Italy,World Championship,3,Team,5,0,M,4404.433143692502,4422.8330217698585,3768.3601019475136,3820.0143705642968,3821.8058757096173,4431.079663490404,4457.210006307088,3796.679115417415,3830.40842864398,3864.4911411346375,1468.1443812308341,1474.277673923286,1256.1200339825045,1273.3381235214322,1273.9352919032058,1477.0265544968013,1485.7366687690294,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Fred Børre Lundberg,Trond-Arne Bredesen,Trond Einar Elden","318,600,313",22.046087154916723,24.024640657084188,20.97741273100616,21.666666666666668,31,12
Finland,1991,6,6,1991-02-13,Val di Fiemme,Italy,World Championship,3,Team,5,0,M,3951.2123513766096,3976.6621682301306,3768.3601019475136,3820.0143705642968,3821.8058757096173,3976.209870136046,3990.190786153095,3796.679115417415,3830.40842864398,3864.4911411346375,1317.0707837922032,1325.5540560767101,1256.1200339825045,1273.3381235214322,1273.9352919032058,1325.4032900453487,1330.063595384365,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Pasi Saapunki,Sami Kallunki,Jukka Ylipulli","586,591,602",23.59662331736254,28.019164955509925,19.800136892539356,12.666666666666666,25,2
Japan,1992,7,1,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,4059.202998893941,3995.070966331081,3768.3601019475136,3820.0143705642968,3821.8058757096173,3997.8662218929003,3945.531621622447,3796.679115417415,3830.40842864398,3864.4911411346375,1353.0676662979804,1331.6903221103603,1256.1200339825045,1273.3381235214322,1273.9352919032058,1332.6220739643002,1315.1772072074823,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Reiichi Mikata,Takanori Kono,Kenji Ogiwara","578,538,272",23.40041067761807,25.092402464065707,22.16016427104723,5.333333333333333,6,5
Norway,1992,7,2,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,4683.744099557505,4669.10646446167,3768.3601019475136,3820.0143705642968,3821.8058757096173,4666.399956817106,4604.389776411438,3796.679115417415,3830.40842864398,3864.4911411346375,1561.248033185835,1556.3688214872234,1256.1200339825045,1273.3381235214322,1273.9352919032058,1555.4666522723685,1534.796592137146,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Knut Tore Apeland,Trond Einar Elden,Fred Børre Lundberg","312,313,318",22.439425051334705,23.184120465434635,21.987679671457904,27.333333333333332,30,23
Austria,1992,7,3,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,4477.499362113608,4455.906553050309,3768.3601019475136,3820.0143705642968,3821.8058757096173,4460.6891648328265,4332.942123553612,3796.679115417415,3830.40842864398,3864.4911411346375,1492.4997873712027,1485.302184350103,1256.1200339825045,1273.3381235214322,1273.9352919032058,1486.8963882776088,1444.3140411845372,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Klaus Sulzenbacher,Stefan Kreiner,Klaus Ofner","580,585,533",23.003422313483913,27.0362765229295,18.299794661190965,30.666666666666668,68,3
France,1992,7,4,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,4351.583725772318,4337.030924872277,3768.3601019475136,3820.0143705642968,3821.8058757096173,4340.496641407461,4203.520602095496,3796.679115417415,3830.40842864398,3864.4911411346375,1450.5279085907725,1445.6769749574257,1256.1200339825045,1273.3381235214322,1273.9352919032058,1446.8322138024869,1401.1735340318319,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Sylvain Guillaume,Fabrice Guy,Francis Repellin","274,323,569",23.2352270134611,23.616700889801507,22.95687885010267,21.666666666666668,35,14
Germany,1992,7,5,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,3964.392308599625,3944.7171356969743,3768.3601019475136,3820.0143705642968,3821.8058757096173,3945.266276681719,3849.154271464884,3796.679115417415,3830.40842864398,3864.4911411346375,1321.4641028665417,1314.9057118989915,1256.1200339825045,1273.3381235214322,1273.9352919032058,1315.0887588939063,1283.051423821628,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Thomas Dufter,Jens Deimel,Hans-Peter Pohl","546,273,570",23.8777093315081,27.04722792607803,19.425051334702257,18.333333333333332,40,3
Czechia,1992,7,6,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,4056.4818670709283,4053.6070741274125,3768.3601019475136,3820.0143705642968,3821.8058757096173,4054.3421533221435,3954.680861664231,3796.679115417415,3830.40842864398,3864.4911411346375,1352.160622356976,1351.202358042471,1256.1200339825045,1273.3381235214322,1273.9352919032058,1351.4473844407146,1318.226953888077,1265.5597051391383,1276.8028095479933,1288.1637137115458,"František Máka,Milan Kučera,Josef Kovařík","530,284,587",22.288843258042437,25.809719370294317,17.66735112936345,5.666666666666667,13,2
Finland,1992,7,7,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,3885.914912919863,3897.019426279357,3768.3601019475136,3820.0143705642968,3821.8058757096173,3886.208510540459,3870.819486840748,3796.679115417415,3830.40842864398,3864.4911411346375,1295.3049709732877,1299.0064754264524,1256.1200339825045,1273.3381235214322,1273.9352919032058,1295.4028368468196,1290.2731622802494,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Pasi Saapunki,Jari Mantila,Teemu Summanen","586,270,589",20.612365959388544,23.980835044490075,17.259411362080765,6.333333333333333,14,2
USA,1992,7,8,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,3677.273253769513,3680.217222093537,3768.3601019475136,3820.0143705642968,3821.8058757096173,3678.278858377199,3818.3901954271914,3796.679115417415,3830.40842864398,3864.4911411346375,1225.7577512565042,1226.7390740311791,1256.1200339825045,1273.3381235214322,1273.9352919032058,1226.0929527923997,1272.7967318090639,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Ryan Heckman,Tim Tetreault,Joe Holland","531,332,583",22.354551676933607,27.184120465434635,17.949349760438057,5.0,9,2
Estonia,1992,7,9,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,4063.3302855886627,4095.581294810596,3768.3601019475136,3820.0143705642968,3821.8058757096173,4096.719757751667,4082.427581374026,3796.679115417415,3830.40842864398,3864.4911411346375,1354.4434285295542,1365.1937649368654,1256.1200339825045,1273.3381235214322,1273.9352919032058,1365.5732525838891,1360.809193791342,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Ago Markvardt,Allar Levandi,Peter Heli","342,547,592",23.87588409765001,26.13826146475017,22.518822724161534,16.333333333333332,44,2
Switzerland,1992,7,10,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,3998.7683489453693,4038.0821368619995,3768.3601019475136,3820.0143705642968,3821.8058757096173,4040.9298594782913,4065.751394762956,3796.679115417415,3830.40842864398,3864.4911411346375,1332.9227829817899,1346.027378954,1256.1200339825045,1273.3381235214322,1273.9352919032058,1346.976619826097,1355.2504649209852,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Marco Zarucchi,Andreas Schaad,Hippolyt Kempf","322,549,548",24.36413415468857,26.833675564681723,20.071184120465436,30.333333333333332,48,2
Russia,1992,7,11,1992-02-17,Albertville,France,Olympic Winter Games,3,Team,5,0,M,3946.2679591159886,3996.4502658817155,3768.3601019475136,3820.0143705642968,3821.8058757096173,3997.2617212455507,4084.016207652426,3796.679115417415,3830.40842864398,3864.4911411346375,1315.422653038663,1332.1500886272386,1256.1200339825045,1273.3381235214322,1273.9352919032058,1332.420573748517,1361.3387358841421,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Walerij Stoljarov,Andrej Dundukov,Sergey Shvagirev","300,579,593",22.73967602099019,25.26488706365503,21.08145106091718,9.666666666666666,25,2
Japan,1993,7,1,1993-02-25,Falun,Sweden,World Championship,3,Team,5,0,M,4418.278865631257,4373.559532936024,3768.3601019475136,3820.0143705642968,3821.8058757096173,4397.055560152681,4376.182782861106,3796.679115417415,3830.40842864398,3864.4911411346375,1472.7596218770857,1457.8531776453412,1256.1200339825045,1273.3381235214322,1273.9352919032058,1465.6851867175603,1458.7275942870353,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Masashi Abe,Kenji Ogiwara,Takanori Kono","539,272,538",24.89801505817933,27.537303216974674,23.184120465434635,16.333333333333332,26,10
Norway,1993,7,2,1993-02-25,Falun,Sweden,World Championship,3,Team,5,0,M,4631.914881373026,4619.64770336597,3768.3601019475136,3820.0143705642968,3821.8058757096173,4628.23979777727,4622.222689857757,3796.679115417415,3830.40842864398,3864.4911411346375,1543.9716271243421,1539.8825677886568,1256.1200339825045,1273.3381235214322,1273.9352919032058,1542.7465992590899,1540.7408966192525,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Fred Børre Lundberg,Knut Tore Apeland,Trond Einar Elden","318,312,313",23.463381245722108,24.20807665982204,23.01163586584531,34.666666666666664,37,32
Germany,1993,7,3,1993-02-25,Falun,Sweden,World Championship,3,Team,5,0,M,4102.700565455097,4083.3803521025466,3768.3601019475136,3820.0143705642968,3821.8058757096173,4095.2331269871183,4021.6029467855283,3796.679115417415,3830.40842864398,3864.4911411346375,1367.566855151699,1361.1267840341823,1256.1200339825045,1273.3381235214322,1273.9352919032058,1365.0777089957062,1340.5343155951762,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Jens Deimel,Thomas Dufter,Hans-Peter Pohl","273,546,570",24.901665525895506,28.071184120465436,20.449007529089663,23.0,45,6
Switzerland,1993,7,4,1993-02-25,Falun,Sweden,World Championship,3,Team,5,0,M,3966.8003367255005,3933.042673584246,3768.3601019475136,3820.0143705642968,3821.8058757096173,3966.75285895463,3934.280880047172,3796.679115417415,3830.40842864398,3864.4911411346375,1322.2667789085,1311.014224528082,1256.1200339825045,1273.3381235214322,1273.9352919032058,1322.2509529848767,1311.426960015724,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Andreas Schaad,Hans-Jörg Zihlmann,Jean-Yves Cuendet","549,573,336",24.503764544832308,27.85763175906913,22.639288158795345,21.0,55,1
Czechia,1993,7,5,1993-02-25,Falun,Sweden,World Championship,3,Team,5,0,M,3941.4059928563265,3950.5653251481144,3768.3601019475136,3820.0143705642968,3821.8058757096173,3952.2118548330186,3967.424170316847,3796.679115417415,3830.40842864398,3864.4911411346375,1313.8019976187754,1316.8551083827049,1256.1200339825045,1273.3381235214322,1273.9352919032058,1317.4039516110063,1322.474723438949,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Milan Kučera,Miroslav Kopal,František Máka","284,537,530",24.40428929956651,30.10814510609172,18.691307323750856,15.333333333333334,24,5
Italy,1993,7,6,1993-02-25,Falun,Sweden,World Championship,3,Team,5,0,M,3913.5298068219263,3934.6319691090484,3768.3601019475136,3820.0143705642968,3821.8058757096173,3935.137250158414,3940.743493069469,3796.679115417415,3830.40842864398,3864.4911411346375,1304.5099356073088,1311.5439897030162,1256.1200339825045,1273.3381235214322,1273.9352919032058,1311.7124167194713,1313.5811643564896,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Andrea Longo,Simone Pinzani,Andrea Cecon","265,564,317",21.58795345653662,22.60917180013689,20.876112251882272,2.6666666666666665,3,2
Japan,1994,8,1,1994-02-23,Lillehammer,Norway,Olympic Winter Games,3,Team,5,0,M,4832.738720081314,4792.3840543625365,3768.3601019475136,3820.0143705642968,3821.8058757096173,4805.8707400802,4669.823381988647,3796.679115417415,3830.40842864398,3864.4911411346375,1610.9129066937712,1597.4613514541788,1256.1200339825045,1273.3381235214322,1273.9352919032058,1601.956913360067,1556.6077939962158,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Masashi Abe,Takanori Kono,Kenji Ogiwara","539,538,272",25.891854893908278,28.531143052703626,24.177960301163587,26.666666666666668,35,21
Norway,1994,8,2,1994-02-23,Lillehammer,Norway,Olympic Winter Games,3,Team,5,0,M,4767.675496030545,4746.279805368608,3768.3601019475136,3820.0143705642968,3821.8058757096173,4750.620019794741,4610.706905365056,3796.679115417415,3830.40842864398,3864.4911411346375,1589.225165343515,1582.0932684562028,1256.1200339825045,1273.3381235214322,1273.9352919032058,1583.540006598247,1536.902301788352,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Fred Børre Lundberg,Knut Tore Apeland,Bjarte Engen Vik","318,312,294",24.11498973305955,25.201916495550993,22.978781656399725,35.666666666666664,46,19
Switzerland,1994,8,3,1994-02-23,Lillehammer,Norway,Olympic Winter Games,3,Team,5,0,M,4304.502578936857,4278.434946460249,3768.3601019475136,3820.0143705642968,3821.8058757096173,4274.890710162441,4021.1974361377406,3796.679115417415,3830.40842864398,3864.4911411346375,1434.8341929789524,1426.1449821534163,1256.1200339825045,1273.3381235214322,1273.9352919032058,1424.9635700541469,1340.3991453792469,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Andreas Schaad,Jean-Yves Cuendet,Hippolyt Kempf","549,336,548",27.021674652064792,28.851471594798085,24.008213552361397,41.0,61,13
Estonia,1994,8,4,1994-02-23,Lillehammer,Norway,Olympic Winter Games,3,Team,5,0,M,4230.3773180116195,4211.040474774793,3768.3601019475136,3820.0143705642968,3821.8058757096173,4208.019292143639,4015.7738249378353,3796.679115417415,3830.40842864398,3864.4911411346375,1410.1257726705398,1403.6801582582646,1256.1200339825045,1273.3381235214322,1273.9352919032058,1402.673097381213,1338.5912749792785,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Ago Markvardt,Magnar Freimuth,Allar Levandi","342,339,547",24.541181838923112,28.15605749486653,20.930869267624914,23.0,57,3
Czechia,1994,8,5,1994-02-23,Lillehammer,Norway,Olympic Winter Games,3,Team,5,0,M,3972.8601733935593,3949.348151257687,3768.3601019475136,3820.0143705642968,3821.8058757096173,3946.9722096774467,3922.500411368089,3796.679115417415,3830.40842864398,3864.4911411346375,1324.2867244645197,1316.4493837525622,1256.1200339825045,1273.3381235214322,1273.9352919032058,1315.6574032258156,1307.5001371226963,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Zbynĕk Panek,František Máka,Milan Kučera","557,530,284",22.18754277891855,25.4072553045859,19.685147159479808,10.333333333333334,21,2
